Year,Month,Date (mm/dd/yyyy), Amount ,Category (Select),Subcategory (Select),Store,Credit Card,Comments,,,
2022,March,3/30/22, $17.15 ,Mindful Spending,Restaurant,Shawarma Corner,9014,,,,
2022,April,4/01/22, $625.00 ,Fixed,Rent,Imperial Apartments,9880,Rent,,,
2022,April,4/01/22, $27.50 ,Fixed,Rent,Imperial Apartments,9880,Parking. Split with Maureen,,,
2022,April,4/01/22, $25.00 ,Fixed,Internet,Vmedia,9880,,,,
2022,April,4/14/22, $61.60 ,Fixed,Phone,FIDO Mobile,1095,,,,
2022,April,4/22/22, $55.43 ,Fixed,Insurance,TD Insurance,9014,,,,
2022,April,4/23/22, $7.28 ,Subscription Services,Spotify,Spotify,9014,Split with Maureen,,,
2022,April,4/25/22, $183.65 ,Fixed,Insurance,ICBC,9880,Car Insurance,,,
2022,April,4/01/22, $10.00 ,Fixed,Transit,Translink,9014,,,,
2022,April,4/01/22, $57.11 ,Fixed,Groceries,Safeway,9014,,,,
2022,April,4/02/22, $28.00 ,Fixed,Groceries,The Soap Dispensary,9014,,,,
2022,April,4/02/22, $3.08 ,Fixed,Groceries,The Soap Dispensary,9014,,,,
2022,April,4/02/22, $38.26 ,Mindful Spending,Entertainment,The Regional Assembly of Vancouver,9014,What's this?,,,
2022,April,4/04/22, $22.91 ,Fixed,Groceries,Safeway,9014,,,,
2022,April,4/05/22, $10.00 ,Fixed,Transit,Translink,9014,,,,
2022,April,4/08/22, $55.66 ,Fixed,Groceries,Safeway,9014,,,,
2022,April,4/08/22, $536.31 ,Fixed,Car,Hyundai Service,9014,Francis paid 400 for car rent. Total 936.31,,,
2022,April,4/10/22, $46.47 ,Mindful Spending,Home,Home Depot,9014,Split with Maureen,,,
2022,April,4/10/22, $25.46 ,Fixed,Groceries,Safeway,9014,,,,
2022,April,4/11/22, $100.25 ,Fixed,Transit,Translink,9014,Translink April,,,
2022,April,4/14/22, $20.99 ,Mindful Spending,Home,Amazon,9014,Candle lighters,,,
2022,April,4/14/22, $104.66 ,Fixed,Groceries,Safeway,9014,,,,
2022,April,4/16/22, $4.48 ,Mindful Spending,Home,Your Dollar Store,9014,,,,
2022,April,4/16/22, $15.57 ,Fixed,Groceries,Liquor Store,9014,,,,
2022,April,4/16/22, $39.90 ,Mindful Spending,Restaurant,Twisted Fork,9014,,,,
2022,April,4/17/22, $30.75 ,Mindful Spending,Home,Canadian Tire,9014,Car wax and accessories,,,
2022,April,4/18/22, $1.75 ,Mindful Spending,Restaurant,Vending Machine,9014,,,,
2022,April,4/20/22, $8.36 ,Mindful Spending,Home,Aliexpress,9014,,,,
2022,April,4/20/22, $15.76 ,Fixed,Utilities,New West Electric,9880,Split with Maureen,,,
2022,April,4/22/22, $1.75 ,Mindful Spending,Restaurant,Vending Machine,9014,,,,
2022,April,4/22/22, $3.36 ,Mindful Spending,Home,Your Dollar Store,9014,,,,
2022,April,4/22/22, $5.00 ,Mindful Spending,Restaurant,Vending Machine,9014,,,,
2022,April,4/22/22, $11.19 ,Fixed,Groceries,Safeway,9014,,,,
2022,April,4/23/22, $27.99 ,Mindful Spending,Restaurant,Banana Leaf,9014,,,,
2022,April,4/23/22, $2.23 ,Fixed,Groceries,Safeway,9014,,,,
2022,April,4/23/22, $59.05 ,Fixed,Groceries,Safeway,9014,,,,
2022,April,4/26/22, $100.25 ,Fixed,Transit,Translink,9014,Translink May,,,
2022,April,4/27/22, $2.47 ,Fixed,Groceries,Safeway,9014,,,,
2022,April,4/28/22, $167.36 ,Mindful Spending,Technology,Keychron,9014,,,,
2022,April,4/29/22, $9.96 ,Fixed,Medicine,Shoppers Drug Mart,9014,,,,
2022,April,4/29/22, $15.00 ,Mindful Spending,Restaurant,Dominos,9014,,,,
2022,April,4/29/22, $60.00 ,Fixed,Gas,Shell,9014,,,,
2022,April,4/29/22, $69.04 ,Mindful Spending,Home,Winners,9014,,,,
2022,April,4/29/22, $95.67 ,Fixed,Groceries,Safeway,9014,,,,
2022,April,4/30/22, $17.92 ,Mindful Spending,Technology,MVP Electronics,9014,Car Cellphone charger,,,
2022,May,5/01/22, $825.00 ,Fixed,Rent,Imperial Apartments,9880,Rent,,,
2022,May,5/01/22, $27.50 ,Fixed,Rent,Imperial Apartments,9880,Parking. Split with Maureen,,,
2022,May,5/01/22, $25.00 ,Fixed,Internet,Vmedia,9880,,,,
2022,May,5/14/22, $61.60 ,Fixed,Phone,FIDO Mobile,1095,,,,
2022,May,5/22/22, $33.22 ,Fixed,Insurance,TD Insurance,9014,,,,
2022,May,5/23/22, $7.28 ,Subscription Services,Spotify,Spotify,9014,Split with Maureen,,,
2022,May,5/30/22, $183.65 ,Fixed,Insurance,ICBC,9880,Car Insurance,,,
2022,May,5/01/22, $20.99 ,Fixed,Car,Amazon,9014,Windshield wipers rubber replacement,,,
2022,May,5/02/22, $37.58 ,Fixed,Car,Amazon,9014,Window Film,,,
2022,May,5/04/22, $10.00 ,Mindful Spending,Home,Marketplace,Cash,Spice Rack. Split with Maureen,,,
2022,May,5/05/22, $13.64 ,Fixed,Medicine,Shoppers Drug Mart,9014,,,,
2022,May,5/05/22, $52.02 ,Mindful Spending,Restaurant,DoorDash,9014,,,,
2022,May,5/07/22, $12.99 ,Fixed,Medicine,Shoppers Drug Mart,9014,,,,
2022,May,5/07/22, $20.42 ,Fixed,Groceries,Safeway,9014,,,,
2022,May,5/09/22, $2.00 ,Mindful Spending,Restaurant,Vending Machine,9014,,,,
2022,May,5/09/22, $50.39 ,Mindful Spending,Home,Amazon,9014,Window Film,,,
2022,May,5/10/22, $136.33 ,Mindful Spending,Education,Xelplus,9014,Fundamentals of Finantial Analysis,,,
2022,May,5/11/22, $8.94 ,Fixed,Groceries,Safeway,9014,,,,
2022,May,5/14/22, $24.73 ,Fixed,Haircut,Oxford New West,9014,,,,
2022,May,5/14/22, $12.70 ,Mindful Spending,Restaurant,Dominos,9014,,,,
2022,May,5/14/22, $56.45 ,Fixed,Groceries,Safeway,9014,,,,
2022,May,5/14/22, $37.61 ,Fixed,Groceries,NADA,9880,,,,
2022,May,5/16/22, $2.00 ,Mindful Spending,Restaurant,Vending Machine,9014,,,,
2022,May,5/17/22, $164.37 ,Mindful Spending,Technology,Keychron,9014,,,,
2022,May,5/21/22, $20.48 ,Mindful Spending,Restaurant,St. Agustine's,9014,,,,
2022,May,5/21/22, $67.19 ,Fixed,Car,WestCan Home Hardware,9014,AC Car Kit,,,
2022,May,5/21/22, $74.52 ,Fixed,Groceries,Safeway,9014,,,,
2022,May,5/21/22, $25.00 ,Fixed,Utilities,Coinamatic,9880,Split with Maureen,,,
2022,May,5/26/22, $26.63 ,Fixed,Car,Amazon,9014,,,,
2022,May,5/26/22, $21.00 ,Fixed,Groceries,NADA,9880,,,,
2022,May,5/27/22, $20.00 ,Mindful Spending,Gov. Services,Notary Public,9880,Common-law PR,,,
2022,May,5/28/22, $20.00 ,Mindful Spending,Gov. Services,London Drugs,9880,PR Photo,,,
2022,May,5/28/22, $60.02 ,Fixed,Gas,Shell,9014,,,,
2022,May,5/28/22, $12.59 ,Fixed,Car,Shell,9014,Car Wash,,,
2022,May,5/28/22, $153.11 ,Mindful Spending,Home,IKEA,9014,Split with Maureen. Desk,,,
2022,May,5/28/22," $1,450.00 ",Mindful Spending,Gov. Services,IRCC,9014,Permanent Residence Application,,,
2022,May,5/28/22, $6.03 ,Fixed,Groceries,Safeway,9014,,,,
2022,May,5/28/22, $43.64 ,Fixed,Car,Canadian Tire,9014,Car Cleaning Items,,,
2022,June,6/01/22, $825.00 ,Fixed,Rent,Imperial Apartments,9880,Rent,,,
2022,June,6/01/22, $27.50 ,Fixed,Rent,Imperial Apartments,9880,Parking. Split with Maureen,,,
2022,June,6/01/22, $25.00 ,Fixed,Internet,Vmedia,9880,Split with Maureen,,,
2022,June,6/14/22, $61.60 ,Fixed,Phone,FIDO Mobile,1095,,,,
2022,June,6/23/22, $7.28 ,Subscription Services,Spotify,Spotify,9014,Split with Maureen,,,
2022,June,6/30/22, $183.65 ,Fixed,Insurance,ICBC,9880,Car Insurance,,,
2022,June,6/30/22,-$59.50 ,Fixed,Gas,Shell,9880,Carpool Substraction,,,
2022,June,6/01/22, $19.11 ,Fixed,Utilities,New West Electric,9880,Split with Maureen,,,
2022,June,6/01/22, $46.18 ,Fixed,Medicine,Shoppers Drug Mart,9014,Vitamins Migraine,,,
2022,June,6/01/22, $8.79 ,Fixed,Medicine,Shoppers Drug Mart,9014,Vitamins Migraine,,,
2022,June,6/02/22, $10.00 ,Fixed,Transit,Translink,9014,,,,
2022,June,6/03/22, $88.80 ,Fixed,Groceries,Safeway,9014,,,,
2022,June,6/03/22, $113.23 ,Mindful Spending,Clothes,Amazon,9014,Gift Maureen Hiking Boots,,,
2022,June,6/04/22, $16.10 ,Mindful Spending,Restaurant,Veg Out Food Truck,9014,Planted Expo,,,
2022,June,6/05/22, $10.00 ,Fixed,Transit,Translink,9014,,,,
2022,June,6/05/22, $18.40 ,Mindful Spending,Restaurant,Veg Out Food Truck,9014,Planted Expo,,,
2022,June,6/08/22, $23.47 ,Mindful Spending,Technology,Aliexpress,9014,Fitbit Alta HR Batteries,,,
2022,June,6/08/22, $26.99 ,Mindful Spending,Home,Amazon,9014,Balcony Screen,,,
2022,June,6/08/22, $23.83 ,Fixed,Groceries,NADA,9880,,,,
2022,June,6/09/22, $41.08 ,Mindful Spending,Technology,Amazon,9014,Laptop Sleeve. Used $25 Gift card. $59 original price,,,
2022,June,6/09/22, $15.23 ,Mindful Spending,Entertainment,Landmark Cinema,9880,,,,
2022,June,6/10/22, $5.03 ,Fixed,Groceries,Safeway,9014,,,,
2022,June,6/11/22, $76.89 ,Fixed,Groceries,Safeway,9014,,,,
2022,June,6/11/22, $4.20 ,Mindful Spending,Restaurant,IKEA,9014,,,,
2022,June,6/11/22, $55.33 ,Mindful Spending,Restaurant,St. Agustine's,9014,,,,
2022,June,6/11/22, $20.00 ,Mindful Spending,Home,Amazon,9880,"Trash Bin, Soap dispenser. Split with Maureen",,,
2022,June,6/11/22, $5.91 ,Mindful Spending,Home,Everyday Items Japan,9014,,,,
2022,June,6/12/22, $44.08 ,Mindful Spending,Technology,Amazon,9014,Soldering Iron,,,
2022,June,6/12/22, $16.52 ,Mindful Spending,Home,Dollarama,9014,,,,
2022,June,6/12/22, $10.46 ,Mindful Spending,Home,Shoppers Drug Mart,9014,,,,
2022,June,6/12/22, $1.69 ,Mindful Spending,Home,Your Dollar Store,9014,,,,
2022,June,6/14/22, $10.00 ,Mindful Spending,Entertainment,PlayNow,9014,,,,
2022,June,6/16/22, $141.74 ,Fixed,Groceries,Canadian Protein,9014,,,,
2022,June,6/17/22, $24.40 ,Mindful Spending,Technology,Aliexpress,9014,Soldering Heat Pad,,,
2022,June,6/17/22, $91.70 ,Fixed,Gas,Shell,9014,,,,
2022,June,6/17/22, $20.00 ,Mindful Spending,Restaurant,DoorDash,9014,,,,
2022,June,6/18/22, $86.10 ,Fixed,Groceries,Safeway,9014,,,,
2022,June,6/18/22, $4.47 ,Fixed,Groceries,Safeway,9014,,,,
2022,June,6/18/22, $15.74 ,Fixed,Medicine,Shoppers Drug Mart,9014,Vitamins,,,
2022,June,6/22/22, $52.88 ,Fixed,Medicine,Jamieson Labs,9014,Vitamins Migraine,,,
2022,June,6/23/22, $17.63 ,Mindful Spending,Technology,Aliexpress,9014,Soldering Consumables,,,
2022,June,6/24/22, $78.83 ,Mindful Spending,Restaurant,Taqueria Playa Tropical,9014,,,,
2022,June,6/25/22, $144.48 ,Mindful Spending,Clothes,Decathlon,9014,Inline Skates,,,
2022,June,6/25/22, $81.23 ,Fixed,Groceries,Safeway,9014,,,,
2022,June,6/25/22, $15.07 ,Mindful Spending,Restaurant,Shawarma Corner,9014,,,,
2022,June,6/25/22, $36.16 ,Fixed,Groceries,Safeway,9880,,,,
2022,June,6/25/22, $64.86 ,Fixed,Gas,Shell,9014,,,,
2022,June,6/26/22, $10.00 ,Fixed,Transit,Translink,9014,,,,
2022,June,6/30/22, $18.03 ,Fixed,Groceries,Safeway,9014,,,,
2022,July,7/01/22, $825.00 ,Fixed,Rent,Imperial Apartments,9880,Rent,,,
2022,July,7/01/22, $27.50 ,Fixed,Rent,Imperial Apartments,9880,Parking. Split with Maureen,,,
2022,July,7/01/22, $25.00 ,Fixed,Internet,Vmedia,9880,Split with Maureen,,,
2022,July,7/14/22, $61.60 ,Fixed,Phone,FIDO Mobile,1095,,,,
2022,July,7/23/22, $7.28 ,Subscription Services,Spotify,Spotify,9014,Split with Maureen,,,
2022,July,7/28/22, $19.63 ,Fixed,Utilities,New West Electric,9880,,,,
2022,July,7/30/22, $183.65 ,Fixed,Insurance,ICBC,9880,Car Insurance,,,
2022,July,7/30/22,-$8.40 ,Fixed,Gas,Shell,9880,Carpool Substraction,,,
2022,July,7/01/22, $25.00 ,Mindful Spending,Restaurant,Farmhouse Brewing Co,9014,,,,
2022,July,7/01/22, $11.00 ,Fixed,Groceries,KBF Farms,9880,,,,
2022,July,7/01/22, $73.53 ,Fixed,Groceries,Safeway,9014,,,,
2022,July,7/02/22, $30.00 ,Mindful Spending,Home,Marketplace,9880,Labeler,,,
2022,July,7/03/22, $63.14 ,Fixed,Gas,Shell,9014,,,,
2022,July,7/08/22, $16.98 ,Mindful Spending,Restaurant,Royal Crown Pizza,9014,,,,
2022,July,7/09/22, $16.75 ,Mindful Spending,Entertainment,EcoDairy,9014,,,,
2022,July,7/10/22, $12.59 ,Fixed,Car,Shell,9014,,,,
2022,July,7/10/22, $41.00 ,Mindful Spending,Home,Devan's Greenhouse,9880,,,,
2022,July,7/10/22, $24.64 ,Mindful Spending,Home,Your Dollar Store,9014,,,,
2022,July,7/10/22, $51.92 ,Fixed,Groceries,Safeway,9014,,,,
2022,July,7/12/22, $26.11 ,Fixed,Groceries,Safeway,9014,,,,
2022,July,7/13/22, $15.17 ,Fixed,Groceries,Shoppers Drug Mart,9014,,,,
2022,July,7/13/22, $13.08 ,Mindful Spending,Restaurant,A&W,9014,,,,
2022,July,7/13/22, $61.10 ,Mindful Spending,Technology,Amazon,9014,"Cables (SATA, splitter, etc)",,,
2022,July,7/13/22, $32.03 ,Mindful Spending,Home,Amazon,9014,"Squeege, Wood polish",,,
2022,July,7/13/22, $60.41 ,Mindful Spending,Home,Amazon,9014,"Monitor lamp, under desk drawer",,,
2022,July,7/14/22, $180.00 ,Mindful Spending,Technology,Marketplace,9880,GTX 1060 Graphics Card,,,
2022,July,7/14/22, $19.07 ,Mindful Spending,Home,WestCan Home Hardware,9014,,,,
2022,July,7/16/22, $10.00 ,Fixed,Transit,Translink,9014,,,,
2022,July,7/17/22, $15.13 ,Mindful Spending,Home,Your Dollar Store,9014,,,,
2022,July,7/18/22, $39.51 ,Fixed,Groceries,Safeway,9014,,,,
2022,July,7/20/22, $10.15 ,Fixed,Groceries,Safeway,9014,,,,
2022,July,7/20/22, $10.62 ,Fixed,Groceries,Safeway,9014,,,,
2022,July,7/21/22, $24.73 ,Fixed,Haircut,Oxford New West,9014,,,,
2022,July,7/21/22, $26.81 ,Fixed,Groceries,NADA,9014,,,,
2022,July,7/22/22, $7.58 ,Fixed,Groceries,Safeway,9014,,,,
2022,July,7/22/22, $10.00 ,Fixed,Transit,Translink,9014,,,,
2022,July,7/22/22, $16.55 ,Fixed,Medicine,Shoppers Drug Mart,9014,,,,
2022,July,7/24/22, $19.48 ,Fixed,Groceries,Safeway,9014,,,,
2022,July,7/25/22, $15.80 ,Mindful Spending,Restaurant,KFC,9014,,,,
2022,July,7/27/22, $41.36 ,Fixed,Groceries,Safeway,9014,,,,
2022,July,7/28/22, $67.94 ,Fixed,Gas,Shell,9014,,,,
2022,July,7/29/22, $105.80 ,Mindful Spending,Entertainment,Iceland Air,9014,Flight ticket date change,,,
2022,July,7/30/22, $6.24 ,Mindful Spending,Clothes,BC SPCA Thrift Store,9014,,,,
2022,July,7/30/22, $16.50 ,Mindful Spending,Restaurant,Dominos,9014,,,,
2022,August,8/01/22, $725.00 ,Fixed,Rent,Imperial Apartments,9880,Rent,,,
2022,August,8/01/22, $27.50 ,Fixed,Rent,Imperial Apartments,9880,Parking. Split with Maureen,,,
2022,August,8/01/22, $25.00 ,Fixed,Internet,Vmedia,9880,Split with Maureen,,,
2022,August,8/14/22, $61.60 ,Fixed,Phone,FIDO Mobile,1095,,,,
2022,August,8/23/22, $7.28 ,Subscription Services,Spotify,Spotify,9014,Split with Maureen,,,
2022,August,8/30/22, $183.65 ,Fixed,Insurance,ICBC,9880,Car Insurance,,,
2022,August,8/01/22, $17.90 ,Mindful Spending,Entertainment,Regional Assembly of Text,9880,Puzzle split with Maureen,,,
2022,August,8/01/22, $15.90 ,Mindful Spending,Restaurant,Skip The Dishes,9014,,,,
2022,August,8/03/22, $77.89 ,Fixed,Groceries,Safeway,9014,,,,
